DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCD_HT1500to2000_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,0.51,0.51,#N/A,0.30%,#N/A,#N/A,1.0,1.0,1.0,1.0,,0.4,#N/A,,0.5,#N/A,,0.2,#N/A,,0.1,#N/A,,,,1
QCD_HT2000toInf_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,0.29,0.29,#N/A,0.56%,#N/A,#N/A,1.0,1.0,1.0,1.0,,0.2,#N/A,,0.3,#N/A,,0.1,#N/A,,0.1,#N/A,,,,1
Backgrounds for EXO,,2,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,#N/A,,,#N/A,,,#N/A,,,#N/A,,,,
DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8,BTV,3,#N/A,86.37,86.37,15810,0.03%,15830.01119,5.456,1.0,1.0,1.0,1.0,,61.5,0.092,,86.4,0.092,,27.8,0.092,,24.9,0.092,,,,3
ZGToLLG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8,SMP,3,#N/A,13.95,13.95,55.48,18.41%,138.95854,100.363,1.0,1.0,1.0,1.0,,9.9,1.701,,13.9,1.701,,4.5,1.701,,4.0,1.701,,,,3
ZGToLLG_01J_5f_lowMLL_TuneCP5_13TeV-amcatnloFXFX-pythia8,SMP,3,#N/A,14.77,14.77,#N/A,16.63%,#N/A,#N/A,1.0,1.0,1.0,1.0,,10.5,#N/A,,14.8,#N/A,,4.8,#N/A,,4.3,#N/A,,,,3
ZGToLLG_01J_5f_lowMLL_lowGPt_TuneCP5_13TeV-amcatnloFXFX-pythia8,EXO,3,#N/A,82.15,82.15,#N/A,15.90%,#N/A,#N/A,1.0,1.0,1.0,1.0,,58.5,#N/A,,82.1,#N/A,,26.5,#N/A,,23.7,#N/A,,,,3
TTJets_DiLept_TuneCP5_13TeV-madgraphMLM-pythia8,TOP,2,#N/A,28.70,28.70,54.17,0.05%,54.27387459,528.825,1.0,1.0,1.0,1.0,,20.4,8.963,,28.7,8.963,,9.2,8.963,,8.3,8.963,,"Obsolete, since LO and NLO does exist",,
WZTo3LNu_TuneCP5_13TeV-amcatnloFXFX-pythia8,SMP,2,#N/A,22.00,22.00,5052,18.76%,12943.30022,1.700,1.0,1.0,1.0,1.0,,15.7,0.029,,22.0,0.029,,7.1,0.029,,6.3,0.029,Diboson_resonances_WZ_3lnu,,,1
WZTo3LNu_TuneCP5_13TeV-powheg-pythia8,SMP,2,#N/A,1.98,1.98,#N/A,0.54%,#N/A,#N/A,1.0,1.0,1.0,1.0,,1.4,#N/A,,2.0,#N/A,,0.6,#N/A,,0.6,#N/A,Diboson_resonances_WZ_3lnu,,,1
